Data,Entrada,Saida,Placa,Marca/Modelo,Entrada_Completa,Saida_Completa,Duracao_temp,Marca,Modelo,Duracao,Mes,Hora_Entrada,Dia_Semana,Dia_Semana_PT
30/05/2025,08:51,16:50,TGB7Y65,Honda/Fit,2025-05-30 08:51:00,2025-05-30 16:50:00,0 days 07:59:00,0,1,7.983333333333333,5,8,Friday,Sexta
30/05/2025,09:05,19:28,YHN8U87,Nissan/March,2025-05-30 09:05:00,2025-05-30 19:28:00,0 days 10:23:00,0,1,10.383333333333333,5,9,Friday,Sexta
30/05/2025,09:55,17:15,UJM9I09,Fiat/Palio,2025-05-30 09:55:00,2025-05-30 17:15:00,0 days 07:20:00,0,1,7.333333333333333,5,9,Friday,Sexta
30/05/2025,09:58,19:34,IKL0O21,Renault/Sandero,2025-05-30 09:58:00,2025-05-30 19:34:00,0 days 09:36:00,0,1,9.6,5,9,Friday,Sexta
30/05/2025,09:10,15:14,OLP1P43,Jeep/Renegade,2025-05-30 09:10:00,2025-05-30 15:14:00,0 days 06:04:00,0,1,6.066666666666666,5,9,Friday,Sexta
30/05/2025,09:25,16:20,PAS2D65,Peugeot/308,2025-05-30 09:25:00,2025-05-30 16:20:00,0 days 06:55:00,0,1,6.916666666666667,5,9,Friday,Sexta
30/05/2025,09:28,18:50,DFG3S87,Citroen/C4,2025-05-30 09:28:00,2025-05-30 18:50:00,0 days 09:22:00,0,1,9.366666666666667,5,9,Friday,Sexta
30/05/2025,08:06,15:28,SDF4G09,Ford/Focus,2025-05-30 08:06:00,2025-05-30 15:28:00,0 days 07:22:00,0,1,7.366666666666666,5,8,Friday,Sexta
30/05/2025,08:01,15:45,GHG5H21,Kia/Soul,2025-05-30 08:01:00,2025-05-30 15:45:00,0 days 07:44:00,0,1,7.733333333333333,5,8,Friday,Sexta
30/05/2025,08:16,19:10,HJK6J43,Mitsubishi/ASX,2025-05-30 08:16:00,2025-05-30 19:10:00,0 days 10:54:00,0,1,10.9,5,8,Friday,Sexta
30/05/2025,10:39,15:42,JKL7K65,Suzuki/Swift,2025-05-30 10:39:00,2025-05-30 15:42:00,0 days 05:03:00,0,1,5.05,5,10,Friday,Sexta
30/05/2025,10:13,19:45,AJC7M65,Chevrolet/Celta,2025-05-30 10:13:00,2025-05-30 19:45:00,0 days 09:32:00,0,1,9.533333333333333,5,10,Friday,Sexta
30/05/2025,10:13,16:19,DEF7L65,Fiat/Uno,2025-05-30 10:13:00,2025-05-30 16:19:00,0 days 06:06:00,0,1,6.1,5,10,Friday,Sexta
30/05/2025,10:00,18:45,JBL7K65,Ford/Fiesta,2025-05-30 10:00:00,2025-05-30 18:45:00,0 days 08:45:00,0,1,8.75,5,10,Friday,Sexta
31/05/2025,08:53,15:03,EDC5R21,Volkswagen/Fox,2025-05-31 08:53:00,2025-05-31 15:03:00,0 days 06:10:00,0,1,6.166666666666667,5,8,Saturday,Sábado
31/05/2025,08:53,18:06,TGB7Y65,Honda/Fit,2025-05-31 08:53:00,2025-05-31 18:06:00,0 days 09:13:00,0,1,9.216666666666667,5,8,Saturday,Sábado
31/05/2025,09:17,17:21,UJM9I09,Fiat/Palio,2025-05-31 09:17:00,2025-05-31 17:21:00,0 days 08:04:00,0,1,8.066666666666666,5,9,Saturday,Sábado
31/05/2025,09:50,19:54,IKL0O21,Renault/Sandero,2025-05-31 09:50:00,2025-05-31 19:54:00,0 days 10:04:00,0,1,10.066666666666666,5,9,Saturday,Sábado
31/05/2025,08:58,15:41,OLP1P43,Jeep/Renegade,2025-05-31 08:58:00,2025-05-31 15:41:00,0 days 06:43:00,0,1,6.716666666666667,5,8,Saturday,Sábado
31/05/2025,08:01,19:35,PAS2D65,Peugeot/308,2025-05-31 08:01:00,2025-05-31 19:35:00,0 days 11:34:00,0,1,11.566666666666666,5,8,Saturday,Sábado
31/05/2025,08:38,18:38,SDF4G09,Ford/Focus,2025-05-31 08:38:00,2025-05-31 18:38:00,0 days 10:00:00,0,1,10.0,5,8,Saturday,Sábado
31/05/2025,09:02,15:46,GHG5H21,Kia/Soul,2025-05-31 09:02:00,2025-05-31 15:46:00,0 days 06:44:00,0,1,6.733333333333333,5,9,Saturday,Sábado
02/06/2025,06:02,18:04,ALC1D23,Toyota/Corolla,2025-06-02 06:02:00,2025-06-02 18:04:00,0 days 12:02:00,0,1,12.033333333333333,6,6,Monday,Segunda
02/06/2025,06:02,19:27,JDL2M45,Chevrolet/Onix,2025-06-02 06:02:00,2025-06-02 19:27:00,0 days 13:25:00,0,1,13.416666666666666,6,6,Monday,Segunda
02/06/2025,06:42,15:34,QWE3R67,Volkswagen/Polo,2025-06-02 06:42:00,2025-06-02 15:34:00,0 days 08:52:00,0,1,8.866666666666667,6,6,Monday,Segunda
02/06/2025,06:13,18:00,RTY4U89,Hyundai/HB20,2025-06-02 06:13:00,2025-06-02 18:00:00,0 days 11:47:00,0,1,11.783333333333333,6,6,Monday,Segunda
02/06/2025,06:18,17:42,UIO5P10,Honda/Civic,2025-06-02 06:18:00,2025-06-02 17:42:00,0 days 11:24:00,0,1,11.4,6,6,Monday,Segunda
02/06/2025,06:13,16:02,ASD6F32,Nissan/Kicks,2025-06-02 06:13:00,2025-06-02 16:02:00,0 days 09:49:00,0,1,9.816666666666666,6,6,Monday,Segunda
02/06/2025,06:21,18:40,ZXC7V54,Fiat/Fastback,2025-06-02 06:21:00,2025-06-02 18:40:00,0 days 12:19:00,0,1,12.316666666666666,6,6,Monday,Segunda
02/06/2025,06:21,16:21,VBN8G76,Renault/Kwid,2025-06-02 06:21:00,2025-06-02 16:21:00,0 days 10:00:00,0,1,10.0,6,6,Monday,Segunda
02/06/2025,06:36,15:09,MNB9H98,Jeep/Compass,2025-06-02 06:36:00,2025-06-02 15:09:00,0 days 08:33:00,0,1,8.55,6,6,Monday,Segunda
02/06/2025,06:18,17:23,POI0J21,Peugeot/208,2025-06-02 06:18:00,2025-06-02 17:23:00,0 days 11:05:00,0,1,11.083333333333334,6,6,Monday,Segunda
02/06/2025,06:05,18:03,LKM1Z43,Citroen/C3,2025-06-02 06:05:00,2025-06-02 18:03:00,0 days 11:58:00,0,1,11.966666666666667,6,6,Monday,Segunda
02/06/2025,06:45,16:35,HGF2X65,BYD/Dolphin,2025-06-02 06:45:00,2025-06-02 16:35:00,0 days 09:50:00,0,1,9.833333333333334,6,6,Monday,Segunda
02/06/2025,06:29,19:52,QAZ3W87,Toyota/Etios,2025-06-02 06:29:00,2025-06-02 19:52:00,0 days 13:23:00,0,1,13.383333333333333,6,6,Monday,Segunda
02/06/2025,08:25,17:33,WSX4E09,Chevrolet/Cruze,2025-06-02 08:25:00,2025-06-02 17:33:00,0 days 09:08:00,0,1,9.133333333333333,6,8,Monday,Segunda
02/06/2025,09:52,17:35,EDC5R21,Volkswagen/Fox,2025-06-02 09:52:00,2025-06-02 17:35:00,0 days 07:43:00,0,1,7.716666666666667,6,9,Monday,Segunda
02/06/2025,08:40,18:44,RFV6T43,Hyundai/Tucson,2025-06-02 08:40:00,2025-06-02 18:44:00,0 days 10:04:00,0,1,10.066666666666666,6,8,Monday,Segunda
02/06/2025,09:34,18:39,TGB7Y65,Honda/Fit,2025-06-02 09:34:00,2025-06-02 18:39:00,0 days 09:05:00,0,1,9.083333333333334,6,9,Monday,Segunda
02/06/2025,08:02,17:50,YHN8U87,Nissan/March,2025-06-02 08:02:00,2025-06-02 17:50:00,0 days 09:48:00,0,1,9.8,6,8,Monday,Segunda
02/06/2025,09:36,15:32,UJM9I09,Fiat/Palio,2025-06-02 09:36:00,2025-06-02 15:32:00,0 days 05:56:00,0,1,5.933333333333334,6,9,Monday,Segunda
02/06/2025,08:36,15:24,IKL0O21,Renault/Sandero,2025-06-02 08:36:00,2025-06-02 15:24:00,0 days 06:48:00,0,1,6.8,6,8,Monday,Segunda
02/06/2025,08:27,19:24,OLP1P43,Jeep/Renegade,2025-06-02 08:27:00,2025-06-02 19:24:00,0 days 10:57:00,0,1,10.95,6,8,Monday,Segunda
02/06/2025,09:09,15:08,PAS2D65,Peugeot/308,2025-06-02 09:09:00,2025-06-02 15:08:00,0 days 05:59:00,0,1,5.983333333333333,6,9,Monday,Segunda
02/06/2025,08:29,18:45,DFG3S87,Citroen/C4,2025-06-02 08:29:00,2025-06-02 18:45:00,0 days 10:16:00,0,1,10.266666666666667,6,8,Monday,Segunda
02/06/2025,09:29,17:07,SDF4G09,Ford/Focus,2025-06-02 09:29:00,2025-06-02 17:07:00,0 days 07:38:00,0,1,7.633333333333334,6,9,Monday,Segunda
02/06/2025,09:54,16:44,GHG5H21,Kia/Soul,2025-06-02 09:54:00,2025-06-02 16:44:00,0 days 06:50:00,0,1,6.833333333333333,6,9,Monday,Segunda
02/06/2025,09:30,16:55,HJK6J43,Mitsubishi/ASX,2025-06-02 09:30:00,2025-06-02 16:55:00,0 days 07:25:00,0,1,7.416666666666667,6,9,Monday,Segunda
02/06/2025,08:50,18:49,JKL7K65,Suzuki/Swift,2025-06-02 08:50:00,2025-06-02 18:49:00,0 days 09:59:00,0,1,9.983333333333333,6,8,Monday,Segunda
02/06/2025,09:09,19:29,AJC7M65,Chevrolet/Celta,2025-06-02 09:09:00,2025-06-02 19:29:00,0 days 10:20:00,0,1,10.333333333333334,6,9,Monday,Segunda
02/06/2025,08:06,17:28,DEF7L65,Fiat/Uno,2025-06-02 08:06:00,2025-06-02 17:28:00,0 days 09:22:00,0,1,9.366666666666667,6,8,Monday,Segunda
02/06/2025,09:33,15:13,JBL7K65,Ford/Fiesta,2025-06-02 09:33:00,2025-06-02 15:13:00,0 days 05:40:00,0,1,5.666666666666667,6,9,Monday,Segunda
03/06/2025,06:49,17:49,ALC1D23,Toyota/Corolla,2025-06-03 06:49:00,2025-06-03 17:49:00,0 days 11:00:00,0,1,11.0,6,6,Tuesday,Terça
03/06/2025,06:54,18:04,JDL2M45,Chevrolet/Onix,2025-06-03 06:54:00,2025-06-03 18:04:00,0 days 11:10:00,0,1,11.166666666666666,6,6,Tuesday,Terça
03/06/2025,06:10,15:04,QWE3R67,Volkswagen/Polo,2025-06-03 06:10:00,2025-06-03 15:04:00,0 days 08:54:00,0,1,8.9,6,6,Tuesday,Terça
03/06/2025,06:00,17:08,RTY4U89,Hyundai/HB20,2025-06-03 06:00:00,2025-06-03 17:08:00,0 days 11:08:00,0,1,11.133333333333333,6,6,Tuesday,Terça
03/06/2025,06:40,17:15,UIO5P10,Honda/Civic,2025-06-03 06:40:00,2025-06-03 17:15:00,0 days 10:35:00,0,1,10.583333333333334,6,6,Tuesday,Terça
03/06/2025,06:44,15:48,ASD6F32,Nissan/Kicks,2025-06-03 06:44:00,2025-06-03 15:48:00,0 days 09:04:00,0,1,9.066666666666666,6,6,Tuesday,Terça
03/06/2025,06:47,18:35,ZXC7V54,Fiat/Fastback,2025-06-03 06:47:00,2025-06-03 18:35:00,0 days 11:48:00,0,1,11.8,6,6,Tuesday,Terça
03/06/2025,06:10,16:42,VBN8G76,Renault/Kwid,2025-06-03 06:10:00,2025-06-03 16:42:00,0 days 10:32:00,0,1,10.533333333333333,6,6,Tuesday,Terça
03/06/2025,06:29,18:42,MNB9H98,Jeep/Compass,2025-06-03 06:29:00,2025-06-03 18:42:00,0 days 12:13:00,0,1,12.216666666666667,6,6,Tuesday,Terça
03/06/2025,06:52,17:53,POI0J21,Peugeot/208,2025-06-03 06:52:00,2025-06-03 17:53:00,0 days 11:01:00,0,1,11.016666666666667,6,6,Tuesday,Terça
03/06/2025,06:36,15:18,LKM1Z43,Citroen/C3,2025-06-03 06:36:00,2025-06-03 15:18:00,0 days 08:42:00,0,1,8.7,6,6,Tuesday,Terça
03/06/2025,06:26,19:11,HGF2X65,BYD/Dolphin,2025-06-03 06:26:00,2025-06-03 19:11:00,0 days 12:45:00,0,1,12.75,6,6,Tuesday,Terça
03/06/2025,06:02,18:18,QAZ3W87,Toyota/Etios,2025-06-03 06:02:00,2025-06-03 18:18:00,0 days 12:16:00,0,1,12.266666666666667,6,6,Tuesday,Terça
03/06/2025,09:33,16:30,WSX4E09,Chevrolet/Cruze,2025-06-03 09:33:00,2025-06-03 16:30:00,0 days 06:57:00,0,1,6.95,6,9,Tuesday,Terça
03/06/2025,08:56,15:46,EDC5R21,Volkswagen/Fox,2025-06-03 08:56:00,2025-06-03 15:46:00,0 days 06:50:00,0,1,6.833333333333333,6,8,Tuesday,Terça
03/06/2025,08:55,17:31,RFV6T43,Hyundai/Tucson,2025-06-03 08:55:00,2025-06-03 17:31:00,0 days 08:36:00,0,1,8.6,6,8,Tuesday,Terça
03/06/2025,09:20,16:55,TGB7Y65,Honda/Fit,2025-06-03 09:20:00,2025-06-03 16:55:00,0 days 07:35:00,0,1,7.583333333333333,6,9,Tuesday,Terça
03/06/2025,08:37,16:11,YHN8U87,Nissan/March,2025-06-03 08:37:00,2025-06-03 16:11:00,0 days 07:34:00,0,1,7.566666666666666,6,8,Tuesday,Terça
03/06/2025,09:08,19:07,UJM9I09,Fiat/Palio,2025-06-03 09:08:00,2025-06-03 19:07:00,0 days 09:59:00,0,1,9.983333333333333,6,9,Tuesday,Terça
03/06/2025,09:19,17:08,IKL0O21,Renault/Sandero,2025-06-03 09:19:00,2025-06-03 17:08:00,0 days 07:49:00,0,1,7.816666666666666,6,9,Tuesday,Terça
03/06/2025,08:01,19:23,OLP1P43,Jeep/Renegade,2025-06-03 08:01:00,2025-06-03 19:23:00,0 days 11:22:00,0,1,11.366666666666667,6,8,Tuesday,Terça
03/06/2025,08:24,18:14,PAS2D65,Peugeot/308,2025-06-03 08:24:00,2025-06-03 18:14:00,0 days 09:50:00,0,1,9.833333333333334,6,8,Tuesday,Terça
03/06/2025,08:00,17:31,DFG3S87,Citroen/C4,2025-06-03 08:00:00,2025-06-03 17:31:00,0 days 09:31:00,0,1,9.516666666666667,6,8,Tuesday,Terça
03/06/2025,09:45,15:33,SDF4G09,Ford/Focus,2025-06-03 09:45:00,2025-06-03 15:33:00,0 days 05:48:00,0,1,5.8,6,9,Tuesday,Terça
03/06/2025,08:30,18:07,GHG5H21,Kia/Soul,2025-06-03 08:30:00,2025-06-03 18:07:00,0 days 09:37:00,0,1,9.616666666666667,6,8,Tuesday,Terça
03/06/2025,09:54,15:48,HJK6J43,Mitsubishi/ASX,2025-06-03 09:54:00,2025-06-03 15:48:00,0 days 05:54:00,0,1,5.9,6,9,Tuesday,Terça
03/06/2025,10:27,18:37,JKL7K65,Suzuki/Swift,2025-06-03 10:27:00,2025-06-03 18:37:00,0 days 08:10:00,0,1,8.166666666666666,6,10,Tuesday,Terça
03/06/2025,10:44,17:38,AJC7M65,Chevrolet/Celta,2025-06-03 10:44:00,2025-06-03 17:38:00,0 days 06:54:00,0,1,6.9,6,10,Tuesday,Terça
03/06/2025,10:52,16:34,DEF7L65,Fiat/Uno,2025-06-03 10:52:00,2025-06-03 16:34:00,0 days 05:42:00,0,1,5.7,6,10,Tuesday,Terça
03/06/2025,08:38,17:18,JBL7K65,Ford/Fiesta,2025-06-03 08:38:00,2025-06-03 17:18:00,0 days 08:40:00,0,1,8.666666666666666,6,8,Tuesday,Terça
04/06/2025,06:11,18:33,ALC1D23,Toyota/Corolla,2025-06-04 06:11:00,2025-06-04 18:33:00,0 days 12:22:00,0,1,12.366666666666667,6,6,Wednesday,Quarta
04/06/2025,06:58,18:57,JDL2M45,Chevrolet/Onix,2025-06-04 06:58:00,2025-06-04 18:57:00,0 days 11:59:00,0,1,11.983333333333333,6,6,Wednesday,Quarta
04/06/2025,06:24,16:24,QWE3R67,Volkswagen/Polo,2025-06-04 06:24:00,2025-06-04 16:24:00,0 days 10:00:00,0,1,10.0,6,6,Wednesday,Quarta
04/06/2025,06:55,18:46,RTY4U89,Hyundai/HB20,2025-06-04 06:55:00,2025-06-04 18:46:00,0 days 11:51:00,0,1,11.85,6,6,Wednesday,Quarta
04/06/2025,06:43,17:15,UIO5P10,Honda/Civic,2025-06-04 06:43:00,2025-06-04 17:15:00,0 days 10:32:00,0,1,10.533333333333333,6,6,Wednesday,Quarta
04/06/2025,06:38,18:19,ASD6F32,Nissan/Kicks,2025-06-04 06:38:00,2025-06-04 18:19:00,0 days 11:41:00,0,1,11.683333333333334,6,6,Wednesday,Quarta
04/06/2025,06:10,15:44,ZXC7V54,Fiat/Fastback,2025-06-04 06:10:00,2025-06-04 15:44:00,0 days 09:34:00,0,1,9.566666666666666,6,6,Wednesday,Quarta
04/06/2025,06:39,16:25,VBN8G76,Renault/Kwid,2025-06-04 06:39:00,2025-06-04 16:25:00,0 days 09:46:00,0,1,9.766666666666667,6,6,Wednesday,Quarta
04/06/2025,06:02,15:37,MNB9H98,Jeep/Compass,2025-06-04 06:02:00,2025-06-04 15:37:00,0 days 09:35:00,0,1,9.583333333333334,6,6,Wednesday,Quarta
04/06/2025,06:52,16:08,POI0J21,Peugeot/208,2025-06-04 06:52:00,2025-06-04 16:08:00,0 days 09:16:00,0,1,9.266666666666667,6,6,Wednesday,Quarta
04/06/2025,06:14,19:27,LKM1Z43,Citroen/C3,2025-06-04 06:14:00,2025-06-04 19:27:00,0 days 13:13:00,0,1,13.216666666666667,6,6,Wednesday,Quarta
04/06/2025,06:30,18:30,HGF2X65,BYD/Dolphin,2025-06-04 06:30:00,2025-06-04 18:30:00,0 days 12:00:00,0,1,12.0,6,6,Wednesday,Quarta
04/06/2025,06:15,16:56,QAZ3W87,Toyota/Etios,2025-06-04 06:15:00,2025-06-04 16:56:00,0 days 10:41:00,0,1,10.683333333333334,6,6,Wednesday,Quarta
04/06/2025,08:00,19:58,WSX4E09,Chevrolet/Cruze,2025-06-04 08:00:00,2025-06-04 19:58:00,0 days 11:58:00,0,1,11.966666666666667,6,8,Wednesday,Quarta
04/06/2025,09:00,16:39,EDC5R21,Volkswagen/Fox,2025-06-04 09:00:00,2025-06-04 16:39:00,0 days 07:39:00,0,1,7.65,6,9,Wednesday,Quarta
04/06/2025,08:55,15:36,RFV6T43,Hyundai/Tucson,2025-06-04 08:55:00,2025-06-04 15:36:00,0 days 06:41:00,0,1,6.683333333333334,6,8,Wednesday,Quarta
04/06/2025,08:59,17:07,TGB7Y65,Honda/Fit,2025-06-04 08:59:00,2025-06-04 17:07:00,0 days 08:08:00,0,1,8.133333333333333,6,8,Wednesday,Quarta
04/06/2025,08:06,15:31,YHN8U87,Nissan/March,2025-06-04 08:06:00,2025-06-04 15:31:00,0 days 07:25:00,0,1,7.416666666666667,6,8,Wednesday,Quarta
04/06/2025,09:15,19:33,UJM9I09,Fiat/Palio,2025-06-04 09:15:00,2025-06-04 19:33:00,0 days 10:18:00,0,1,10.3,6,9,Wednesday,Quarta
04/06/2025,09:57,18:18,IKL0O21,Renault/Sandero,2025-06-04 09:57:00,2025-06-04 18:18:00,0 days 08:21:00,0,1,8.35,6,9,Wednesday,Quarta
04/06/2025,09:51,17:08,OLP1P43,Jeep/Renegade,2025-06-04 09:51:00,2025-06-04 17:08:00,0 days 07:17:00,0,1,7.283333333333333,6,9,Wednesday,Quarta
04/06/2025,08:36,17:50,PAS2D65,Peugeot/308,2025-06-04 08:36:00,2025-06-04 17:50:00,0 days 09:14:00,0,1,9.233333333333333,6,8,Wednesday,Quarta
04/06/2025,09:49,17:19,DFG3S87,Citroen/C4,2025-06-04 09:49:00,2025-06-04 17:19:00,0 days 07:30:00,0,1,7.5,6,9,Wednesday,Quarta
04/06/2025,09:08,18:13,SDF4G09,Ford/Focus,2025-06-04 09:08:00,2025-06-04 18:13:00,0 days 09:05:00,0,1,9.083333333333334,6,9,Wednesday,Quarta
04/06/2025,09:44,18:24,GHG5H21,Kia/Soul,2025-06-04 09:44:00,2025-06-04 18:24:00,0 days 08:40:00,0,1,8.666666666666666,6,9,Wednesday,Quarta
04/06/2025,08:22,19:26,HJK6J43,Mitsubishi/ASX,2025-06-04 08:22:00,2025-06-04 19:26:00,0 days 11:04:00,0,1,11.066666666666666,6,8,Wednesday,Quarta
04/06/2025,09:31,17:00,JKL7K65,Suzuki/Swift,2025-06-04 09:31:00,2025-06-04 17:00:00,0 days 07:29:00,0,1,7.483333333333333,6,9,Wednesday,Quarta
04/06/2025,08:21,16:26,AJC7M65,Chevrolet/Celta,2025-06-04 08:21:00,2025-06-04 16:26:00,0 days 08:05:00,0,1,8.083333333333334,6,8,Wednesday,Quarta
04/06/2025,10:20,16:21,DEF7L65,Fiat/Uno,2025-06-04 10:20:00,2025-06-04 16:21:00,0 days 06:01:00,0,1,6.016666666666667,6,10,Wednesday,Quarta
04/06/2025,09:37,19:12,JBL7K65,Ford/Fiesta,2025-06-04 09:37:00,2025-06-04 19:12:00,0 days 09:35:00,0,1,9.583333333333334,6,9,Wednesday,Quarta
05/06/2025,06:25,18:42,ALC1D23,Toyota/Corolla,2025-06-05 06:25:00,2025-06-05 18:42:00,0 days 12:17:00,0,1,12.283333333333333,6,6,Thursday,Quinta
05/06/2025,06:38,15:47,JDL2M45,Chevrolet/Onix,2025-06-05 06:38:00,2025-06-05 15:47:00,0 days 09:09:00,0,1,9.15,6,6,Thursday,Quinta
05/06/2025,06:45,17:33,QWE3R67,Volkswagen/Polo,2025-06-05 06:45:00,2025-06-05 17:33:00,0 days 10:48:00,0,1,10.8,6,6,Thursday,Quinta
05/06/2025,06:02,16:08,RTY4U89,Hyundai/HB20,2025-06-05 06:02:00,2025-06-05 16:08:00,0 days 10:06:00,0,1,10.1,6,6,Thursday,Quinta
05/06/2025,06:07,19:07,UIO5P10,Honda/Civic,2025-06-05 06:07:00,2025-06-05 19:07:00,0 days 13:00:00,0,1,13.0,6,6,Thursday,Quinta
05/06/2025,06:41,16:59,ASD6F32,Nissan/Kicks,2025-06-05 06:41:00,2025-06-05 16:59:00,0 days 10:18:00,0,1,10.3,6,6,Thursday,Quinta
05/06/2025,06:36,17:32,ZXC7V54,Fiat/Fastback,2025-06-05 06:36:00,2025-06-05 17:32:00,0 days 10:56:00,0,1,10.933333333333334,6,6,Thursday,Quinta
05/06/2025,06:47,17:37,VBN8G76,Renault/Kwid,2025-06-05 06:47:00,2025-06-05 17:37:00,0 days 10:50:00,0,1,10.833333333333334,6,6,Thursday,Quinta
05/06/2025,06:06,17:55,MNB9H98,Jeep/Compass,2025-06-05 06:06:00,2025-06-05 17:55:00,0 days 11:49:00,0,1,11.816666666666666,6,6,Thursday,Quinta
05/06/2025,06:33,15:55,POI0J21,Peugeot/208,2025-06-05 06:33:00,2025-06-05 15:55:00,0 days 09:22:00,0,1,9.366666666666667,6,6,Thursday,Quinta
05/06/2025,06:56,15:32,LKM1Z43,Citroen/C3,2025-06-05 06:56:00,2025-06-05 15:32:00,0 days 08:36:00,0,1,8.6,6,6,Thursday,Quinta
05/06/2025,06:12,16:45,HGF2X65,BYD/Dolphin,2025-06-05 06:12:00,2025-06-05 16:45:00,0 days 10:33:00,0,1,10.55,6,6,Thursday,Quinta
05/06/2025,06:47,15:51,QAZ3W87,Toyota/Etios,2025-06-05 06:47:00,2025-06-05 15:51:00,0 days 09:04:00,0,1,9.066666666666666,6,6,Thursday,Quinta
05/06/2025,08:16,18:57,WSX4E09,Chevrolet/Cruze,2025-06-05 08:16:00,2025-06-05 18:57:00,0 days 10:41:00,0,1,10.683333333333334,6,8,Thursday,Quinta
05/06/2025,09:24,18:43,EDC5R21,Volkswagen/Fox,2025-06-05 09:24:00,2025-06-05 18:43:00,0 days 09:19:00,0,1,9.316666666666666,6,9,Thursday,Quinta
05/06/2025,09:22,18:57,RFV6T43,Hyundai/Tucson,2025-06-05 09:22:00,2025-06-05 18:57:00,0 days 09:35:00,0,1,9.583333333333334,6,9,Thursday,Quinta
05/06/2025,09:35,17:55,TGB7Y65,Honda/Fit,2025-06-05 09:35:00,2025-06-05 17:55:00,0 days 08:20:00,0,1,8.333333333333334,6,9,Thursday,Quinta
05/06/2025,09:59,18:26,YHN8U87,Nissan/March,2025-06-05 09:59:00,2025-06-05 18:26:00,0 days 08:27:00,0,1,8.45,6,9,Thursday,Quinta
05/06/2025,09:02,18:38,UJM9I09,Fiat/Palio,2025-06-05 09:02:00,2025-06-05 18:38:00,0 days 09:36:00,0,1,9.6,6,9,Thursday,Quinta
05/06/2025,09:47,18:05,IKL0O21,Renault/Sandero,2025-06-05 09:47:00,2025-06-05 18:05:00,0 days 08:18:00,0,1,8.3,6,9,Thursday,Quinta
05/06/2025,09:37,16:22,OLP1P43,Jeep/Renegade,2025-06-05 09:37:00,2025-06-05 16:22:00,0 days 06:45:00,0,1,6.75,6,9,Thursday,Quinta
05/06/2025,08:45,16:09,PAS2D65,Peugeot/308,2025-06-05 08:45:00,2025-06-05 16:09:00,0 days 07:24:00,0,1,7.4,6,8,Thursday,Quinta
05/06/2025,08:32,16:28,DFG3S87,Citroen/C4,2025-06-05 08:32:00,2025-06-05 16:28:00,0 days 07:56:00,0,1,7.933333333333334,6,8,Thursday,Quinta
05/06/2025,09:55,19:26,SDF4G09,Ford/Focus,2025-06-05 09:55:00,2025-06-05 19:26:00,0 days 09:31:00,0,1,9.516666666666667,6,9,Thursday,Quinta
05/06/2025,09:49,19:07,GHG5H21,Kia/Soul,2025-06-05 09:49:00,2025-06-05 19:07:00,0 days 09:18:00,0,1,9.3,6,9,Thursday,Quinta
05/06/2025,09:33,18:40,HJK6J43,Mitsubishi/ASX,2025-06-05 09:33:00,2025-06-05 18:40:00,0 days 09:07:00,0,1,9.116666666666667,6,9,Thursday,Quinta
05/06/2025,09:15,16:03,JKL7K65,Suzuki/Swift,2025-06-05 09:15:00,2025-06-05 16:03:00,0 days 06:48:00,0,1,6.8,6,9,Thursday,Quinta
05/06/2025,10:30,19:23,AJC7M65,Chevrolet/Celta,2025-06-05 10:30:00,2025-06-05 19:23:00,0 days 08:53:00,0,1,8.883333333333333,6,10,Thursday,Quinta
05/06/2025,08:42,19:01,DEF7L65,Fiat/Uno,2025-06-05 08:42:00,2025-06-05 19:01:00,0 days 10:19:00,0,1,10.316666666666666,6,8,Thursday,Quinta
05/06/2025,08:49,19:39,JBL7K65,Ford/Fiesta,2025-06-05 08:49:00,2025-06-05 19:39:00,0 days 10:50:00,0,1,10.833333333333334,6,8,Thursday,Quinta
06/06/2025,06:04,19:31,ALC1D23,Toyota/Corolla,2025-06-06 06:04:00,2025-06-06 19:31:00,0 days 13:27:00,0,1,13.45,6,6,Friday,Sexta
06/06/2025,06:04,17:24,JDL2M45,Chevrolet/Onix,2025-06-06 06:04:00,2025-06-06 17:24:00,0 days 11:20:00,0,1,11.333333333333334,6,6,Friday,Sexta
06/06/2025,06:54,16:16,QWE3R67,Volkswagen/Polo,2025-06-06 06:54:00,2025-06-06 16:16:00,0 days 09:22:00,0,1,9.366666666666667,6,6,Friday,Sexta
06/06/2025,06:05,18:35,RTY4U89,Hyundai/HB20,2025-06-06 06:05:00,2025-06-06 18:35:00,0 days 12:30:00,0,1,12.5,6,6,Friday,Sexta
06/06/2025,06:25,15:46,UIO5P10,Honda/Civic,2025-06-06 06:25:00,2025-06-06 15:46:00,0 days 09:21:00,0,1,9.35,6,6,Friday,Sexta
06/06/2025,06:44,16:22,ASD6F32,Nissan/Kicks,2025-06-06 06:44:00,2025-06-06 16:22:00,0 days 09:38:00,0,1,9.633333333333333,6,6,Friday,Sexta
06/06/2025,06:31,15:01,ZXC7V54,Fiat/Fastback,2025-06-06 06:31:00,2025-06-06 15:01:00,0 days 08:30:00,0,1,8.5,6,6,Friday,Sexta
06/06/2025,06:41,15:33,VBN8G76,Renault/Kwid,2025-06-06 06:41:00,2025-06-06 15:33:00,0 days 08:52:00,0,1,8.866666666666667,6,6,Friday,Sexta
06/06/2025,06:35,19:50,MNB9H98,Jeep/Compass,2025-06-06 06:35:00,2025-06-06 19:50:00,0 days 13:15:00,0,1,13.25,6,6,Friday,Sexta
